start time,end time,proportion loud labels,uid,duration
1364710951.0,1364712786.0,1.0,u59,1835.0
1364713223.0,1364715274.0,1.0,u59,2051.0
1364715423.0,1364717316.0,1.0,u59,1893.0
1364717601.0,1364719643.0,1.0,u59,2042.0
1364719928.0,1364721970.0,1.0,u59,2042.0
1364722255.0,1364724297.0,1.0,u59,2042.0
1364724582.0,1364726423.0,1.0,u59,1841.0
1364726625.0,1364728431.0,1.0,u59,1806.0
1364728823.0,1364730662.0,1.0,u59,1839.0
1364730947.0,1364732988.0,0.9961685823754789,u59,2041.0
1364733273.0,1364735315.0,1.0,u59,2042.0
1364735600.0,1364737642.0,0.993660855784469,u59,2042.0
1364737745.0,1364739623.0,0.9327354260089686,u59,1878.0
1364758212.0,1364760023.0,0.6334745762711864,u59,1811.0
1364780330.0,1364782146.0,1.0,u59,1816.0
1364782823.0,1364785223.0,1.0,u59,2400.0
1364785812.0,1364787623.0,1.0,u59,1811.0
1364788823.0,1364791223.0,1.0,u59,2400.0
1364791326.0,1364793186.0,1.0,u59,1860.0
1364793623.0,1364796023.0,1.0,u59,2400.0
1364796846.0,1364798706.0,1.0,u59,1860.0
1364857436.0,1364859246.0,0.7363154796939376,u59,1810.0
1364862966.0,1364864826.0,0.6687306501547987,u59,1860.0
1364870423.0,1364872823.0,0.8362760834670947,u59,2400.0
1364874006.0,1364875812.0,1.0,u59,1806.0
1364876423.0,1364878823.0,1.0,u59,2400.0
1364879466.0,1364881326.0,1.0,u59,1860.0
1364882423.0,1364884823.0,1.0,u59,2400.0
1364885046.0,1364886906.0,0.992,u59,1860.0
1364910720.0,1364912706.0,0.8676939426142402,u59,1986.0
1364913623.0,1364916023.0,0.8702983138780804,u59,2400.0
1364938386.0,1364940195.0,0.6058059587471352,u59,1809.0
1364941223.0,1364943623.0,0.828316086547507,u59,2400.0
1364943906.0,1364945766.0,0.8669417225373904,u59,1860.0
1364958612.0,1364960423.0,1.0,u59,1811.0
1364961623.0,1364964023.0,1.0,u59,2400.0
1364964126.0,1364965981.0,1.0,u59,1855.0
1364966423.0,1364968823.0,1.0,u59,2400.0
1364969646.0,1364971506.0,1.0,u59,1860.0
1364972423.0,1364974823.0,1.0,u59,2400.0
1364975166.0,1364977026.0,0.6412825651302605,u59,1860.0
1365008969.0,1365010823.0,0.6140209508460919,u59,1854.0
1365011494.0,1365013306.0,0.8109715796430932,u59,1812.0
1365013358.0,1365015246.0,0.8658536585365854,u59,1888.0
1365015531.0,1365017570.0,0.9995291902071564,u59,2039.0
1365043060.0,1365045387.0,1.0,u59,2327.0
1365045623.0,1365047976.0,1.0,u59,2353.0
1365048023.0,1365050423.0,1.0,u59,2400.0
1365050585.0,1365052446.0,1.0,u59,1861.0
1365052823.0,1365054907.0,1.0,u59,2084.0
1365055007.0,1365056943.0,1.0,u59,1936.0
1365057228.0,1365059271.0,1.0,u59,2043.0
1365059555.0,1365061598.0,1.0,u59,2043.0
1365071724.0,1365073718.0,0.8730434782608696,u59,1994.0
1365075808.0,1365077792.0,0.6976744186046512,u59,1984.0
1365083862.0,1365085682.0,0.8181318681318681,u59,1820.0
1365085967.0,1365088037.0,0.7375985164580436,u59,2070.0
1365088322.0,1365090184.0,0.6267967145790554,u59,1862.0
1365249690.0,1365251519.0,1.0,u59,1829.0
1365251579.0,1365253389.0,1.0,u59,1810.0
1365253430.0,1365255238.0,1.0,u59,1808.0
1365255298.0,1365257142.0,1.0,u59,1844.0
1365257202.0,1365259031.0,0.897172236503856,u59,1829.0
1365309649.0,1365311501.0,1.0,u59,1852.0
1365311561.0,1365313370.0,1.0,u59,1809.0
1365313430.0,1365315280.0,1.0,u59,1850.0
1365315340.0,1365317159.0,1.0,u59,1819.0
1365317219.0,1365319028.0,1.0,u59,1809.0
1365319088.0,1365320900.0,1.0,u59,1812.0
1365320960.0,1365322779.0,1.0,u59,1819.0
1365322839.0,1365324655.0,1.0,u59,1816.0
1365324715.0,1365326533.0,1.0,u59,1818.0
1365326592.0,1365328396.0,1.0,u59,1804.0
1365328456.0,1365330282.0,1.0,u59,1826.0
1365330342.0,1365332150.0,1.0,u59,1808.0
1365332210.0,1365334018.0,1.0,u59,1808.0
1365334078.0,1365335893.0,1.0,u59,1815.0
1365335953.0,1365337761.0,0.8336,u59,1808.0
1365386946.0,1365388765.0,1.0,u59,1819.0
1365388813.0,1365390645.0,1.0,u59,1832.0
1365390705.0,1365392520.0,1.0,u59,1815.0
1365392580.0,1365394398.0,1.0,u59,1818.0
1365394458.0,1365396266.0,1.0,u59,1808.0
1365396326.0,1365398173.0,1.0,u59,1847.0
1365398233.0,1365400052.0,1.0,u59,1819.0
1365400112.0,1365401922.0,1.0,u59,1810.0
1365401982.0,1365403793.0,1.0,u59,1811.0
1365403853.0,1365405722.0,0.7661795407098121,u59,1869.0
1365442889.0,1365444713.0,0.684312459651388,u59,1824.0
1365450222.0,1365452035.0,0.697286012526096,u59,1813.0
1365471008.0,1365472810.0,1.0,u59,1802.0
1365472857.0,1365474677.0,1.0,u59,1820.0
1365474737.0,1365476544.0,1.0,u59,1807.0
1365476604.0,1365478435.0,1.0,u59,1831.0
1365478495.0,1365480342.0,1.0,u59,1847.0
1365480402.0,1365482210.0,1.0,u59,1808.0
1365482270.0,1365484100.0,1.0,u59,1830.0
1365484160.0,1365486017.0,1.0,u59,1857.0
1365486057.0,1365487886.0,1.0,u59,1829.0
1365487946.0,1365489804.0,1.0,u59,1858.0
1365489864.0,1365491675.0,0.748995983935743,u59,1811.0
1365515512.0,1365517387.0,0.8231939163498099,u59,1875.0
1365517447.0,1365519299.0,0.8283582089552239,u59,1852.0
1365519359.0,1365521168.0,0.6415694591728526,u59,1809.0
1365521228.0,1365523058.0,0.7241740954378605,u59,1830.0
1365536944.0,1365538773.0,0.8904665314401623,u59,1829.0
1365538833.0,1365540667.0,0.9223985890652557,u59,1834.0
1365550170.0,1365552029.0,0.813953488372093,u59,1859.0
1365552089.0,1365553894.0,0.894,u59,1805.0
1365553954.0,1365555762.0,0.7829581993569132,u59,1808.0
1365688746.0,1365690592.0,0.7754677754677755,u59,1846.0
1365690652.0,1365692512.0,0.7756575554409489,u59,1860.0
1365692572.0,1365694381.0,0.9039787798408488,u59,1809.0
1365694441.0,1365696296.0,0.652353854112778,u59,1855.0
1365858215.0,1365860056.0,0.8254299114121939,u59,1841.0
1365896498.0,1365898308.0,0.7064122946475888,u59,1810.0
1365902668.0,1365904469.0,0.6094832179009058,u59,1801.0
1365940441.0,1365942322.0,0.9964285714285714,u59,1881.0
1365942386.0,1365944492.0,1.0,u59,2106.0
1365944552.0,1365946360.0,1.0,u59,1808.0
1365946420.0,1365948428.0,1.0,u59,2008.0
1365948467.0,1365950438.0,1.0,u59,1971.0
1365953474.0,1365955309.0,0.8666317991631799,u59,1835.0
1366113564.0,1366115416.0,0.988351776354106,u59,1852.0
1366119833.0,1366121680.0,0.7755844155844156,u59,1847.0
1366121740.0,1366123559.0,0.885548523206751,u59,1819.0
1366123619.0,1366125423.0,0.8632978723404255,u59,1804.0
1366125483.0,1366127300.0,0.9355860612460402,u59,1817.0
1366141340.0,1366143155.0,0.6363636363636364,u59,1815.0
1366212123.0,1366213930.0,1.0,u59,1807.0
1366242791.0,1366244602.0,0.7123940677966102,u59,1811.0
1366329434.0,1366331243.0,0.6617179215270413,u59,1809.0
1366385693.0,1366387534.0,0.9953100573215217,u59,1841.0
1366387600.0,1366389452.0,1.0,u59,1852.0
1366395147.0,1366396962.0,1.0,u59,1815.0
1366397022.0,1366398853.0,0.9669811320754716,u59,1831.0
1366409316.0,1366411132.0,0.7939778129952456,u59,1816.0
1366411192.0,1366413011.0,0.9467299578059072,u59,1819.0
1366413071.0,1366414922.0,0.7766839378238342,u59,1851.0
1366420944.0,1366422749.0,1.0,u59,1805.0
1366493975.0,1366495797.0,0.7914691943127963,u59,1822.0
1366653127.0,1366655514.0,0.9302711676812396,u59,2387.0
1366752657.0,1366754464.0,0.653927813163482,u59,1807.0
1366842669.0,1366844519.0,0.8537344398340249,u59,1850.0
1366844579.0,1366846386.0,0.9038767923526287,u59,1807.0
1366853519.0,1366855351.0,0.6858638743455497,u59,1832.0
1366860967.0,1366862776.0,0.6590668080593849,u59,1809.0
1366862836.0,1366864644.0,0.979840848806366,u59,1808.0
1366864669.0,1366866530.0,0.7103092783505154,u59,1861.0
1366898235.0,1366900052.0,0.6163863266413456,u59,1817.0
1366900112.0,1366901936.0,0.6764860599684377,u59,1824.0
1366905372.0,1366907184.0,0.8008474576271186,u59,1812.0
1366907199.0,1366909012.0,0.7201133144475921,u59,1813.0
1366914686.0,1366916492.0,0.7045696068012752,u59,1806.0
1366918624.0,1366920485.0,0.6314432989690721,u59,1861.0
1366926124.0,1366927934.0,0.8361611876988335,u59,1810.0
1366927994.0,1366929843.0,0.8292682926829268,u59,1849.0
1366935473.0,1366937296.0,0.6614007372301212,u59,1823.0
1367006224.0,1367008069.0,0.982839313572543,u59,1845.0
1367008129.0,1367009936.0,0.9803505045140732,u59,1807.0
1367009997.0,1367011805.0,0.996816976127321,u59,1808.0
1367011865.0,1367013678.0,0.9703703703703703,u59,1813.0
1367013738.0,1367015561.0,0.966842105263158,u59,1823.0
1367015621.0,1367017475.0,0.7077082255561304,u59,1854.0
1367027505.0,1367029348.0,0.9560165975103735,u59,1843.0
1367029408.0,1367031216.0,0.9272823779193206,u59,1808.0
1367234219.0,1367236025.0,0.8503981797497155,u59,1806.0
1367236086.0,1367237939.0,0.7588174273858921,u59,1853.0
1367247333.0,1367251354.0,0.8679245283018868,u59,4021.0
1367330251.0,1367332066.0,0.7732558139534884,u59,1815.0
1367332126.0,1367333934.0,0.8960212201591512,u59,1808.0
1367333994.0,1367335800.0,0.8141263940520447,u59,1806.0
1367457479.0,1367459337.0,0.9169246646026832,u59,1858.0
1367459397.0,1367461215.0,1.0,u59,1818.0
1367461275.0,1367463090.0,1.0,u59,1815.0
1367463150.0,1367464958.0,1.0,u59,1808.0
1367465018.0,1367466825.0,1.0,u59,1807.0
1367466885.0,1367468694.0,1.0,u59,1809.0
1367468754.0,1367470570.0,1.0,u59,1816.0
1367470630.0,1367472443.0,1.0,u59,1813.0
1367472503.0,1367474374.0,1.0,u59,1871.0
1367474434.0,1367476252.0,1.0,u59,1818.0
1367476312.0,1367478119.0,0.6123207647371216,u59,1807.0
