night indoor mobility,day,uid
0.020895323,149,u14
0.005282406,150,u14
0.026526682,87,u54
0.005396442,88,u54
0.116592927,89,u54
0.182623187,90,u54
0.479805825,91,u54
0.036349977,92,u54
0.014963837,93,u54
0.020453146,94,u54
0.082916272,95,u54
0.021255061,97,u54
0.043525345,98,u54
0,102,u54
0.00693544,103,u54
0,104,u54
0.016658452,105,u54
0.003883381,106,u54
0.025089368,107,u54
0.000951844,108,u54
0.016787431,109,u54
0,110,u54
0,111,u54
0.010523733,112,u54
0.030619407,113,u54
0.026845638,114,u54
0.030193751,115,u54
0.020077117,116,u54
0.046269546,117,u54
0.05358186,118,u54
0,119,u54
0.015493117,120,u54
0.021964729,121,u54
0.048361417,122,u54
0,123,u54
0,125,u54
0.037202918,126,u54
0.018459459,127,u54
0.015075675,128,u54
0.051275992,129,u54
0.011732688,149,u54
0.012600978,150,u54
0.014423077,86,u57
0.029733028,87,u57
0.014219694,88,u57
0.065036884,89,u57
0.020517816,90,u57
0.011619377,91,u57
0.000702144,92,u57
0.030851621,93,u57
0,94,u57
0.028324029,95,u57
0.112156581,96,u57
0.552322163,97,u57
0.066345891,98,u57
0,99,u57
0.006232544,100,u57
0,101,u57
0.007854805,102,u57
0.014641545,103,u57
0.006037305,104,u57
0,105,u57
0.000601754,106,u57
0.00042807,107,u57
0.008192291,108,u57
0.006895289,109,u57
0.078209116,110,u57
0.01393881,111,u57
0.018244704,112,u57
0.014748031,113,u57
0.008695909,114,u57
0.019177016,115,u57
0.006473471,116,u57
0.058743675,117,u57
0.079183005,118,u57
0.016222621,119,u57
0.017851366,120,u57
0.020246684,121,u57
0.001203611,122,u57
0.014832781,123,u57
0.03274072,124,u57
0.011970641,125,u57
0.01064763,126,u57
0.006287765,127,u57
0.007364828,128,u57
0.010386678,129,u57
0.000427643,130,u57
0.145165239,131,u57
0.039422361,132,u57
0.008630372,133,u57
0.007825093,134,u57
0.009162614,135,u57
0.015704547,136,u57
0.002825963,137,u57
0.122265793,138,u57
0.071920062,139,u57
0.014708609,140,u57
0.024892193,141,u57
0.020041228,142,u57
0.00039032,143,u57
0.045945946,144,u57
0.04930211,145,u57
0.009088571,146,u57
0.079326187,147,u57
0.05326656,148,u57
0.234855327,149,u57
0.034375719,150,u57
0.062594532,151,u57
0.056317521,91,u46
0.071912603,92,u46
0.00100025,93,u46
0.023664793,94,u46
0.022720498,95,u46
0,96,u46
0,97,u46
0.017973856,98,u46
0.012305168,99,u46
0,100,u46
0.165800708,101,u46
0.022401434,102,u46
0.015024095,103,u46
0.062120079,104,u46
0.010526316,105,u46
0.010010377,106,u46
0.024189302,107,u46
0.041806567,108,u46
0.055607759,109,u46
0.185088024,110,u46
0.004029846,111,u46
0.012366983,112,u46
0.037470873,113,u46
0.155707499,114,u46
0.093883247,115,u46
0.018064697,116,u46
0.00963363,117,u46
0.041390326,118,u46
0.008495752,119,u46
0.003605607,120,u46
0.033960707,121,u46
0.106129858,122,u46
0.042215088,123,u46
0.027772986,124,u46
0.114505213,125,u46
0.007953077,126,u46
0.00016787,127,u46
0.01785179,128,u46
0.078914021,129,u46
0.071873251,130,u46
0.081721883,131,u46
0.054696979,132,u46
0.002871859,133,u46
0.007148435,134,u46
0.003034077,135,u46
0.00023139,136,u46
0.065839809,137,u46
0.138634622,138,u46
0,139,u46
0.049270399,140,u46
0.191575462,141,u46
0.00027038,142,u46
0.01128354,143,u46
0.019962758,86,u10
0.01283262,87,u10
0.017237336,88,u10
0.000565743,89,u10
0.005745457,90,u10
0.010992462,91,u10
0.005148564,92,u10
0.018029779,93,u10
0.008871813,94,u10
0.019724537,95,u10
0.006451403,96,u10
0,97,u10
0.020907224,98,u10
0.020348041,99,u10
0.012006171,100,u10
0.022380848,101,u10
0.010591506,102,u10
0.00985083,103,u10
0.008673082,104,u10
0.007829505,105,u10
0.022626113,106,u10
0.012028813,107,u10
0.020024437,108,u10
0.015348693,109,u10
0.002930069,110,u10
0.003991949,111,u10
0.028504011,112,u10
0.029421243,113,u10
0.000469351,114,u10
0.007480793,115,u10
0.018157103,116,u10
0.025599747,117,u10
0.007654097,118,u10
0.019122189,119,u10
0.01522693,120,u10
0.028615211,121,u10
0.021838095,122,u10
0.026953099,123,u10
0.019432773,124,u10
0.006194777,125,u10
0.025879881,126,u10
0.011608094,127,u10
0.010255853,128,u10
0.026604842,129,u10
0.030729737,130,u10
0.016973215,131,u10
0.008327685,132,u10
0.018986077,133,u10
0.020417138,134,u10
0.004639192,135,u10
0.015423423,136,u10
0.00981241,137,u10
0.018918349,138,u10
0.00697928,139,u10
0,140,u10
0.017458815,141,u10
0,142,u10
0.036170286,143,u10
0.004003542,144,u10
0.016580274,145,u10
0.015322549,146,u10
0.002193517,147,u10
0.021762384,148,u10
0.03928533,149,u10
0,150,u10
0.015292842,151,u10
0.07666887,87,u25
0,88,u25
0,89,u25
0.034817725,91,u25
0.021801065,92,u25
0.068846816,93,u25
0.084269663,94,u25
0.076697736,95,u25
0.132974057,96,u25
0.014915147,99,u25
0.104011887,100,u25
0.018118467,103,u25
0.042242134,105,u25
0.14262648,106,u25
0,108,u25
0,109,u25
0.002019759,110,u25
0.008403075,111,u25
0.023410361,112,u25
0.153345536,113,u25
0.002264448,114,u25
0.142959513,116,u25
0,117,u25
0,118,u25
,119,u25
1.025125628,120,u25
0.004208754,126,u25
0.0014147,135,u25
0.081258412,145,u25
0.032731433,149,u25
0,87,u24
0.006155779,88,u24
0,89,u24
0.162758008,90,u24
0.008719002,91,u24
0,92,u24
0,93,u24
0.07823107,94,u24
0,95,u24
0.019596794,96,u24
0.012271663,97,u24
0.005051344,98,u24
0,99,u24
0,100,u24
0,101,u24
0.05630903,102,u24
0.044181547,103,u24
0.001323043,104,u24
0.009391459,105,u24
0.01189768,106,u24
0.00483152,107,u24
0.064624603,108,u24
0,109,u24
0.085922244,110,u24
0.031167317,111,u24
0.012619339,112,u24
0.021214227,113,u24
0.019805149,114,u24
0.304505866,115,u24
0.000348797,116,u24
0.012765957,88,u56
0.006335797,95,u56
0.003566525,97,u56
0.080819799,98,u56
0,99,u56
0.013092252,102,u56
0.001837994,105,u56
0.039084275,109,u56
0,111,u56
1,119,u56
0.033136356,120,u56
0.020449898,123,u56
0.029050279,137,u56
0.009776177,144,u56
0.008069757,147,u56
1,148,u56
0.38305709,150,u56
0.135271808,151,u56
0,94,u39
0,95,u39
0,96,u39
0.018276762,100,u39
0,101,u39
0,105,u39
0.241753472,106,u39
0,86,u53
0,87,u53
0.005288287,88,u53
0.050835258,89,u53
0.002999354,90,u53
0.002848921,91,u53
0.007755222,92,u53
0,93,u53
0,94,u53
0.024710189,95,u53
0,96,u53
0.014983369,97,u53
0.009932483,98,u53
0,99,u53
0.006436993,100,u53
0,101,u53
0.008803712,102,u53
0.000620934,103,u53
0,104,u53
0.000409901,105,u53
0.02062016,106,u53
0,108,u53
0,109,u53
0.000223333,110,u53
0,112,u53
0.000157055,113,u53
6.36E-05,114,u53
0.006640807,115,u53
0.007721127,116,u53
0,117,u53
0,118,u53
0,119,u53
0.016821125,120,u53
0.000652032,121,u53
0,122,u53
0,123,u53
0.010165908,124,u53
0,125,u53
0,126,u53
0,127,u53
0,128,u53
9.82E-05,129,u53
0,130,u53
0,131,u53
0,132,u53
0.004886481,133,u53
0,134,u53
0.015313733,135,u53
6.01E-05,136,u53
0,137,u53
0,139,u53
0,140,u53
0,141,u53
0,142,u53
0,143,u53
0.000394789,145,u53
0,146,u53
0,147,u53
0,148,u53
0.001578981,149,u53
0.121686948,86,u01
0,87,u01
0.035488679,88,u01
0,89,u01
0,90,u01
0.027366501,91,u01
0,92,u01
0.083598279,93,u01
0.001488538,94,u01
0.002121855,95,u01
0,96,u01
0,97,u01
0.10085934,98,u01
0,99,u01
0.08941794,100,u01
0.007874016,101,u01
0.006487026,102,u01
0,103,u01
0,104,u01
0,105,u01
0,106,u01
0.033573976,107,u01
0.004647999,108,u01
0.002803011,109,u01
0.009402086,110,u01
0.027235449,111,u01
0.04388615,112,u01
0,113,u01
0,114,u01
0.00054603,115,u01
0.004792921,116,u01
0.002464097,117,u01
0,118,u01
0,119,u01
0,120,u01
0,121,u01
0.033062364,122,u01
0.104273504,123,u01
0.063326134,124,u01
0,128,u01
0,129,u01
0,130,u01
0.053612812,131,u01
0,133,u01
0,134,u01
0.005704256,135,u01
0.000656873,136,u01
0.006492941,137,u01
0,138,u01
0,139,u01
0,140,u01
0,141,u01
0.001120527,142,u01
0.015550023,143,u01
0,144,u01
0,145,u01
0,146,u01
0,147,u01
0.001246757,148,u01
0.047637952,149,u01
0.001842453,87,u23
0.023600713,88,u23
0,89,u23
0,90,u23
0.014861996,91,u23
7.11E-05,92,u23
0,93,u23
0.04922228,94,u23
0.038242272,95,u23
0,96,u23
0.046931924,97,u23
0.028775422,98,u23
0.029200415,99,u23
0.027681207,100,u23
0.030561269,101,u23
0.026036409,102,u23
0.026226213,103,u23
0.00029504,104,u23
0.039479931,105,u23
0,106,u23
0.03121853,107,u23
0,108,u23
0.007936201,109,u23
0.011643681,110,u23
0.026725596,111,u23
0.029621031,112,u23
0.01077903,113,u23
0.000109437,114,u23
0.022685789,115,u23
0.049600659,116,u23
0.007729767,117,u23
0.01334881,118,u23
0.077091405,119,u23
0,120,u23
0.026033541,121,u23
0.036833244,122,u23
0.03341173,123,u23
0.022789486,124,u23
0,125,u23
0.042050031,126,u23
0,127,u23
0.025863241,128,u23
0.00010798,129,u23
0.021623465,130,u23
0.00972529,131,u23
0.000442057,132,u23
0,133,u23
0,134,u23
0.023890651,135,u23
0,136,u23
0,137,u23
0.000105337,138,u23
0,139,u23
0,140,u23
0,141,u23
0,142,u23
0.028651247,143,u23
0,88,u50
0,89,u50
0.029359365,90,u50
0.018329795,91,u50
0,92,u50
0.008670695,93,u50
0.010364501,94,u50
0.006726242,95,u50
0,96,u50
0.008963729,97,u50
0.008834262,98,u50
0.013879599,99,u50
0.013801089,100,u50
0,101,u50
0.012633801,102,u50
0.022683662,103,u50
0,104,u50
0.007813688,105,u50
0,106,u50
0.027742871,107,u50
0.015669823,108,u50
0.014696666,109,u50
0.01544296,110,u50
0,111,u50
0,112,u50
0.006710556,113,u50
0.015120027,114,u50
0,115,u50
0.012887082,118,u50
0,119,u50
0,130,u50
0,132,u50
0,133,u50
0,134,u50
0,135,u50
0.007533146,88,u27
0.000168959,89,u27
0,90,u27
0,91,u27
0.00022168,92,u27
0.06739473,93,u27
0,94,u27
0.006374858,95,u27
0,96,u27
0,97,u27
0.00276398,98,u27
0.002029084,100,u27
0.012839488,101,u27
0,102,u27
0.023971205,104,u27
0.000243605,105,u27
0.000359324,106,u27
0.017526121,107,u27
0.012015292,108,u27
0.008531216,109,u27
0,110,u27
0.009204929,111,u27
0.023626439,112,u27
0.000185014,113,u27
0.029713262,114,u27
0.039882452,115,u27
0.013041767,116,u27
0.000238598,117,u27
0.004631173,118,u27
0.017542655,119,u27
0,120,u27
0.019193256,121,u27
0.012735629,122,u27
0.014739274,123,u27
0,124,u27
0,125,u27
0.009325231,126,u27
0,127,u27
0.001871541,128,u27
0.001299498,129,u27
0.000663228,130,u27
0,131,u27
7.13E-05,132,u27
0.001428258,133,u27
0,134,u27
0.015144799,135,u27
0,136,u27
0.007859802,137,u27
0,138,u27
0.00016809,139,u27
0.000935757,140,u27
0.018771521,141,u27
0.013410756,142,u27
0,143,u27
0.000274395,144,u27
0.006004349,145,u27
0.006832637,146,u27
0.008949405,147,u27
0.01827429,148,u27
0.032823597,149,u27
0,150,u27
0.000302682,151,u27
0.004297184,86,u03
0,87,u03
0.00791025,88,u03
0,89,u03
0.000182349,91,u03
0,92,u03
0.003892673,93,u03
0,94,u03
0.005369774,95,u03
0.059716561,96,u03
0,97,u03
0.002160482,98,u03
0,99,u03
0.007252451,100,u03
0,101,u03
0,102,u03
0,103,u03
0,104,u03
0,105,u03
0,106,u03
0.004762818,107,u03
0,108,u03
0,109,u03
0,111,u03
0,112,u03
0,113,u03
0,114,u03
0,115,u03
0,116,u03
0,117,u03
0,118,u03
0,119,u03
0.007804228,120,u03
0,121,u03
0,122,u03
0,123,u03
0,124,u03
0,125,u03
0.000113434,126,u03
0,127,u03
0,128,u03
0,129,u03
0,130,u03
0,131,u03
0,132,u03
0,133,u03
0,134,u03
0.008368685,135,u03
0,136,u03
0.116300794,141,u03
0,86,u35
0.005059316,88,u35
0,89,u35
0,90,u35
0.011725355,91,u35
0.030799643,92,u35
0.001860771,93,u35
0,94,u35
0.003428971,95,u35
0,96,u35
0.015143775,98,u35
0.020931412,99,u35
0,100,u35
0.028786537,101,u35
0,102,u35
0,103,u35
0,104,u35
0,105,u35
0,106,u35
0.020669638,107,u35
0.029741846,108,u35
0,109,u35
0,110,u35
0.001736481,111,u35
0,112,u35
0.00560305,113,u35
0,114,u35
0,115,u35
0,116,u35
0,117,u35
0.008559201,118,u35
0.030986753,119,u35
0,120,u35
0,121,u35
0.035991415,122,u35
0,123,u35
0,124,u35
0.006625797,125,u35
0,126,u35
0,127,u35
0,128,u35
0,129,u35
0,130,u35
0.013579863,131,u35
0.02162961,132,u35
0,133,u35
0.008376853,134,u35
0.00046961,135,u35
0,136,u35
0,137,u35
0,138,u35
0,139,u35
0,140,u35
0,141,u35
0,142,u35
0,143,u35
0,144,u35
0,145,u35
0,146,u35
0.025747916,147,u35
0,148,u35
0.022189144,149,u35
0.008324001,150,u35
0,151,u35
0,86,u34
0,87,u34
0.016795372,88,u34
0.492260062,91,u34
0.001268788,92,u34
0.288209607,93,u34
0.005701705,95,u34
0,96,u34
0.011636191,99,u34
0,101,u34
0,102,u34
0.000136626,106,u34
0.005506889,108,u34
0.000614279,112,u34
0,118,u34
0.010555066,119,u34
0,120,u34
0.021592117,131,u34
0.035928144,132,u34
0,133,u34
0.244680851,134,u34
1.017605634,135,u34
0.001358614,87,u30
0.005931242,88,u30
0.170082289,89,u30
0.035382251,91,u30
0.122245389,92,u30
0.003644841,93,u30
0.037609628,94,u30
0.006725583,95,u30
0.544852838,96,u30
0.014466417,98,u30
0,99,u30
0.031751113,100,u30
0.043522983,101,u30
0.030898749,102,u30
0.326405783,103,u30
0.024366344,105,u30
0.026690604,106,u30
0.00925248,107,u30
0.001990561,108,u30
0.016157035,109,u30
0.061147319,110,u30
0.009235132,112,u30
0.014435941,113,u30
0.012367077,114,u30
0.016664462,115,u30
0.087153881,116,u30
0.038615624,117,u30
0.038100783,119,u30
0.005106005,120,u30
0.004486863,121,u30
0,122,u30
0.004600793,123,u30
0.051586995,124,u30
0,125,u30
0.003145313,126,u30
0.036055526,127,u30
0.016765036,128,u30
0.099133376,129,u30
0.004281346,130,u30
0.225339367,131,u30
0.007128713,133,u30
0.007139287,134,u30
0,135,u30
0,136,u30
0.000176697,140,u30
0.010594992,141,u30
0.013765334,142,u30
0,143,u30
0.003620967,144,u30
0.000683772,145,u30
0.010529491,146,u30
0,147,u30
0.027043723,148,u30
0.075443134,149,u30
0,150,u30
0.000405943,151,u30
0.018179309,86,u08
0.01577713,87,u08
0.013817297,88,u08
0,89,u08
0,90,u08
0.02778078,91,u08
0,92,u08
0.005637069,93,u08
0,94,u08
0.024101638,95,u08
0.006595585,96,u08
0.000117689,97,u08
0.014568352,98,u08
0.015691292,99,u08
0.029511466,100,u08
9.30E-05,101,u08
0.009867973,102,u08
0,103,u08
0.005668413,104,u08
0.000253807,105,u08
0,106,u08
0.016973173,107,u08
0.0177254,108,u08
0.000874126,109,u08
0.000280781,110,u08
0.010586752,111,u08
0.008662696,112,u08
0,113,u08
0.000715429,114,u08
0.041781689,115,u08
0.011364678,116,u08
0.018334188,117,u08
0.000597669,118,u08
0.018795586,119,u08
0.075284844,120,u08
0.030503657,121,u08
0.007737202,122,u08
0.01155753,123,u08
0.019430179,124,u08
0.025275031,125,u08
0.000484668,126,u08
0.019517475,127,u08
0.002785424,128,u08
0.01796609,129,u08
0.009910869,130,u08
0.019605297,131,u08
0.032747266,132,u08
0,133,u08
0.028839851,134,u08
0.030134591,135,u08
0,136,u08
0.015368471,137,u08
0.01616509,138,u08
0.020493886,139,u08
0.008140299,140,u08
0.030360368,141,u08
0,142,u08
0,143,u08
0.007421636,144,u08
0,145,u08
0.119525338,146,u08
0.016630004,147,u08
0.006450312,148,u08
0.002230604,149,u08
0.100775194,86,u00
0.063887223,87,u00
0.09073188,88,u00
0.001773926,90,u00
0.220081653,91,u00
0.055963303,92,u00
0.215476887,93,u00
0.101053231,94,u00
0.067679774,95,u00
0.000505192,97,u00
0.125671945,98,u00
0.007301285,99,u00
0.039510075,100,u00
0.211327719,101,u00
0.050065876,102,u00
0.22419418,105,u00
0.131026817,106,u00
0.021218644,107,u00
0.055324292,108,u00
0.190675341,109,u00
0,111,u00
0.109386828,112,u00
0.016681019,113,u00
0.053473132,115,u00
0.029529511,116,u00
0.06409866,119,u00
0.104271632,120,u00
0.057370821,121,u00
0.102730087,130,u00
0.291011788,131,u00
0.32722037,133,u00
0.044682018,134,u00
0.095668601,135,u00
0.347120843,136,u00
0.066884998,137,u00
0.003584229,143,u00
0.054541199,145,u00
0.225978648,147,u00
0.131881847,148,u00
0.157779601,149,u00
1.4322685,151,u00
0,86,u51
0,87,u51
0.025847347,88,u51
0.020267208,89,u51
0.010966381,90,u51
0.104216293,91,u51
0.007077401,93,u51
0.000313873,94,u51
0.991150442,99,u51
0.000591564,101,u51
0.027807657,106,u51
0.030574255,107,u51
0.043786804,108,u51
0.068273092,109,u51
0.001915787,110,u51
5.21E-05,116,u51
0.019446293,120,u51
0.337121212,123,u51
0.333200399,124,u51
0.000869565,125,u51
0.043413758,126,u51
0,127,u51
0.048745706,128,u51
0,129,u51
0.025041736,130,u51
0.207502896,132,u51
0.013641163,133,u51
0.055467512,135,u51
0.28456943,137,u51
0.312482148,141,u51
0.021462662,142,u51
0.006521798,144,u51
0.226805705,146,u51
0.376175549,147,u51
0,148,u51
0.320348032,149,u51
0.513376228,151,u51
0.126615902,86,u12
0.032725766,87,u12
0.097060689,88,u12
0.031026993,89,u12
0.02435273,90,u12
0.278637771,91,u12
0.242536654,92,u12
0.046288359,93,u12
0.18868958,94,u12
0.121838371,95,u12
0.024515576,96,u12
0.442771804,97,u12
0.0633114,98,u12
0.016334865,99,u12
0.316544951,100,u12
0.075448779,102,u12
0.000632873,103,u12
0,104,u12
0.042229282,105,u12
0.001749623,106,u12
0.03187847,107,u12
0.285457163,108,u12
0.000890498,109,u12
0.00509012,111,u12
0.210526316,112,u12
0.003826531,113,u12
0.0008344,114,u12
0.18802914,115,u12
0.088027131,116,u12
0.037549749,118,u12
0.011996061,119,u12
0.366303121,121,u12
0.045472677,122,u12
0.348765432,123,u12
0.006083059,124,u12
0.044399121,125,u12
0.081166898,126,u12
0.002392344,127,u12
0.112834979,128,u12
0,129,u12
0.026872499,130,u12
0.108174554,131,u12
0.000677683,132,u12
0.033783784,133,u12
0.169227988,134,u12
0.013353116,135,u12
0.098082433,136,u12
0.173076923,137,u12
0.024003702,139,u12
0.115890377,140,u12
0.0008,141,u12
0.067508883,142,u12
0.02401273,144,u12
0.015488215,145,u12
0.228153892,146,u12
0.036655052,147,u12
0.166666667,148,u12
0.081959585,149,u12
0.064826701,151,u12
0.018488975,86,u07
0,87,u07
0.011651498,88,u07
0,89,u07
0.036146124,90,u07
0.007468037,91,u07
0.004515224,92,u07
0.013513122,93,u07
0.0437298,94,u07
0.019937308,95,u07
0,99,u07
0.001355131,100,u07
0,101,u07
0.015241647,102,u07
0,103,u07
0.056486613,104,u07
0,105,u07
0.033687773,106,u07
0.003551897,107,u07
0,108,u07
0.004271642,109,u07
0,110,u07
0,111,u07
0,112,u07
0.023202625,113,u07
0,114,u07
0.000666647,115,u07
0,116,u07
0,117,u07
0.013051136,118,u07
0.021611743,119,u07
0.026018001,120,u07
0.000172364,121,u07
0,122,u07
0,123,u07
0,124,u07
0.024492602,125,u07
0,126,u07
0.001612553,127,u07
0.036392206,128,u07
0,130,u07
0,131,u07
0.051112196,132,u07
0.001699442,133,u07
0.00218845,134,u07
0.012319982,88,u52
0.015146814,89,u52
0.009105845,91,u52
0.011612121,92,u52
1.73667926,93,u52
1.828309994,94,u52
0.006216293,95,u52
0,97,u52
0,98,u52
0.011273322,99,u52
0,100,u52
0.020874326,101,u52
0.001082912,102,u52
0.000773994,103,u52
0,104,u52
0.000145391,105,u52
0,106,u52
0.013079923,107,u52
0,108,u52
0,109,u52
0,110,u52
0,111,u52
0,112,u52
0.008664628,113,u52
0,114,u52
0,115,u52
0,116,u52
0.00764862,117,u52
0,118,u52
0,119,u52
0.009116906,120,u52
0.044518272,121,u52
0.006708139,122,u52
0,123,u52
0.008296507,124,u52
0,125,u52
0,126,u52
0.013028656,127,u52
0,128,u52
0.012627542,129,u52
0,130,u52
0.015382336,131,u52
0,132,u52
0.009288381,133,u52
0.004695512,134,u52
0,135,u52
0.021231979,136,u52
0,137,u52
0.010542698,138,u52
0,139,u52
0.008384952,140,u52
0,141,u52
0,142,u52
2,143,u52
2,144,u52
2,145,u52
2,146,u52
0,148,u52
0.036033285,149,u52
0,150,u52
0.007485437,151,u52
0.007840063,86,u22
0,87,u22
0.00597593,88,u22
0,89,u22
0.005237519,90,u22
0.026257329,91,u22
0,92,u22
0.01691475,93,u22
0,94,u22
0,95,u22
0.010256711,96,u22
0.047279733,97,u22
0.00864933,98,u22
0.005672117,99,u22
0.010884052,100,u22
0.003655202,101,u22
0.005940104,102,u22
0.012716555,103,u22
0.025432379,104,u22
0,105,u22
0,106,u22
0,107,u22
0,108,u22
0.009973311,109,u22
0.021823148,110,u22
0,111,u22
0,112,u22
0,113,u22
0,114,u22
7.47E-05,115,u22
0,124,u22
0.004858643,126,u22
0,127,u22
0.006330749,128,u22
0.010822511,129,u22
0.00023724,130,u22
0.051110167,131,u22
0.002297907,132,u22
0,133,u22
0.008970219,134,u22
0.012266719,135,u22
6.24E-05,136,u22
0,137,u22
0.013364466,138,u22
0,140,u22
0,141,u22
0.001873829,142,u22
0,143,u22
0.000187348,144,u22
0.00995768,145,u22
0.007783447,147,u22
0.005635882,148,u22
0,149,u22
0.009517163,150,u22
0.000240587,151,u22
0.045350292,92,u43
0.073876618,93,u43
0.046184377,94,u43
1,95,u43
0.200638638,98,u43
0.157600865,99,u43
0.03989844,100,u43
0.118648612,101,u43
0.118731802,102,u43
0,103,u43
0,104,u43
0.072043663,105,u43
0.002104922,106,u43
1.196428571,107,u43
0.130963517,108,u43
0.031085991,109,u43
0.14695094,110,u43
0.011781364,111,u43
0,112,u43
0.017629273,113,u43
0,114,u43
0.080640993,115,u43
0.044949581,116,u43
0.353049515,117,u43
0.004230164,119,u43
0.08210774,120,u43
0.001144902,121,u43
0.004162837,122,u43
0,123,u43
0,124,u43
0,125,u43
0,126,u43
0,127,u43
