average indoor mobility,day,uid
0.0,141,u18
0.0,142,u18
0.016357672143631197,143,u18
5.8456286389038275e-05,144,u18
0.004004744624129467,145,u18
0.02077133674562552,146,u18
0.010127595782013934,147,u18
0.020239390642002177,149,u18
0.04235290651424531,86,u14
0.1953775789639698,87,u14
0.12523877934420535,88,u14
0.08738145225512199,89,u14
0.10933793059817164,90,u14
0.03515517714913485,91,u14
0.11931281081747565,92,u14
0.08116023488692,93,u14
0.10111712541748244,94,u14
0.1751206601276662,95,u14
0.10994409122423993,96,u14
0.05694567993342707,97,u14
0.051171934069257526,98,u14
0.13454124903623746,99,u14
0.051879773831961115,100,u14
0.03960493632456728,101,u14
0.15557803423912211,102,u14
0.14528366690604802,103,u14
0.03236856338496956,104,u14
0.05341296686810932,105,u14
0.07277654274911971,106,u14
0.05871259930210112,107,u14
0.07996161613268214,108,u14
0.20469888170719194,109,u14
0.055660179953965265,110,u14
0.01749271137026239,111,u14
0.05104447757250958,112,u14
0.08709682066352623,113,u14
0.10464548322794419,114,u14
0.03521205984925188,115,u14
0.10113597607366792,116,u14
0.13892110407899533,117,u14
0.048236540693274134,118,u14
0.03276713812005143,119,u14
0.025622491195152336,120,u14
0.09479546061790721,121,u14
0.06789595799242887,122,u14
0.15721979273591405,123,u14
0.13671010126674168,124,u14
0.016201728184339664,125,u14
0.124462082815339,126,u14
0.046974273513175714,127,u14
0.023511056844390178,128,u14
0.05526484145601286,129,u14
0.17672378341329678,131,u14
0.06274790298458938,132,u14
0.0943299681925045,133,u14
0.09143459915611814,134,u14
0.04034690056174239,135,u14
0.01168814916781379,136,u14
0.017795389048991354,137,u14
0.0,139,u14
0.025770678311833828,140,u14
0.031909834506372456,141,u14
0.023033392995968252,142,u14
0.0,143,u14
0.01567591050611831,144,u14
0.0001678133915086424,145,u14
0.00464514163874505,146,u14
0.0,147,u14
0.006496392345498274,148,u14
0.020510917956328176,149,u14
0.005282405526208858,150,u14
0.09736782133090247,86,u54
0.1285197594692347,87,u54
0.16611063058610323,88,u54
0.1818265280359889,89,u54
0.2535430801875671,90,u54
0.1734139876880985,91,u54
0.04688678906334207,92,u54
0.08280351855077513,93,u54
0.052501503991675205,94,u54
0.09464453072700496,95,u54
0.1320175995261666,96,u54
0.2055764197109366,97,u54
0.04352534466241826,98,u54
0.05694937380165627,101,u54
0.03194447392439454,102,u54
0.0178028282711796,103,u54
0.005687481676927587,104,u54
0.03186979957088283,105,u54
0.028858859607569374,106,u54
0.03654056048331309,107,u54
0.053864687883401575,108,u54
0.03314080387236633,109,u54
0.05270526345560992,110,u54
0.020728403065210524,111,u54
0.02423037169808852,112,u54
0.056910466899655544,113,u54
0.012352172966698107,114,u54
0.036344635392475615,115,u54
0.04850444624090541,116,u54
0.04282859560372297,117,u54
0.06518648603445393,118,u54
0.08388838100213312,119,u54
0.01519252282487099,120,u54
0.05109648278605433,121,u54
0.050337962394002705,122,u54
0.03076010507584103,123,u54
0.022452718859662744,124,u54
0.024657004255825718,125,u54
0.09151231516270077,126,u54
0.09560988262758575,127,u54
0.06800385972127751,128,u54
0.07943578322197475,129,u54
0.0016100805040252012,148,u54
0.03488669343318146,149,u54
0.022985689080572438,150,u54
0.10101698336992454,86,u57
0.05650842476758078,87,u57
0.10369316327463088,88,u57
0.10689665036185246,89,u57
0.03402581051306264,90,u57
0.10650976464697046,91,u57
0.04491452832296749,92,u57
0.10330204162016675,93,u57
0.06394418769996445,94,u57
0.12618815256480528,95,u57
0.08053847758593184,96,u57
0.17831587925887316,97,u57
0.14450822691552062,98,u57
0.05567909033480733,99,u57
0.10297054575142875,100,u57
0.032095203750450774,101,u57
0.04553228687621147,102,u57
0.03900064731364836,103,u57
0.049301055112206095,104,u57
0.06524328782186384,105,u57
0.05803753192434393,106,u57
0.07385352930044786,107,u57
0.056854226084175175,108,u57
0.09112075351889089,109,u57
0.07394469091198895,110,u57
0.05100081416962379,111,u57
0.053716490658001624,112,u57
0.02924321798371824,113,u57
0.047994698408248056,114,u57
0.0766989159575708,115,u57
0.03923532320018255,116,u57
0.06834631662884132,117,u57
0.12223988921088401,118,u57
0.07787293952015018,119,u57
0.06065498741386763,120,u57
0.06322407555453179,121,u57
0.054404621985584614,122,u57
0.0602452940383665,123,u57
0.0690691968401197,124,u57
0.049088198187865584,125,u57
0.08523558677202224,126,u57
0.06067423819723177,127,u57
0.07308934045958924,128,u57
0.09197437301779368,129,u57
0.09289335139437781,130,u57
0.13773593245811785,131,u57
0.061237695839918366,132,u57
0.04458467216393739,133,u57
0.04259689574159424,134,u57
0.056786519835478305,135,u57
0.11009765984890363,136,u57
0.1514534842639307,137,u57
0.1420931000330142,138,u57
0.11949658271562125,139,u57
0.09526244506481661,140,u57
0.0598226427923844,141,u57
0.08729567686967497,142,u57
0.06970242178702253,143,u57
0.144645811890089,144,u57
0.05898696022541118,145,u57
0.04654811715481171,146,u57
0.08168683792015957,147,u57
0.07159121187898167,148,u57
0.11844609906118485,149,u57
0.09740509072892797,150,u57
0.06390774396029487,151,u57
0.0,86,u46
0.24806070111483192,90,u46
0.07089449308187058,91,u46
0.04479399436241219,92,u46
0.01173470211289203,93,u46
0.10844277673545966,94,u46
0.1056855321489823,95,u46
0.0933501923835162,96,u46
0.04682448639065596,97,u46
0.07057884914020315,98,u46
0.07517997712440289,99,u46
0.1358947628322954,100,u46
0.1443906992532247,101,u46
0.14019734133676845,102,u46
0.04842696959886989,103,u46
0.07370684342431422,104,u46
0.08525769293169651,105,u46
0.10104737757364166,106,u46
0.13587445167969922,107,u46
0.08653227222189713,108,u46
0.11492859067636756,109,u46
0.12558047062499111,110,u46
0.05069366026778513,111,u46
0.07368306992151824,112,u46
0.06948844009345392,113,u46
0.13005577737815843,114,u46
0.07330329686047343,115,u46
0.11283577288081068,116,u46
0.11502453291784548,117,u46
0.07766840972008612,118,u46
0.09080125243106801,119,u46
0.01282051282051282,120,u46
0.08247817685080296,121,u46
0.14558551019188237,122,u46
0.15069966260266424,123,u46
0.14481033091202583,124,u46
0.10889333333333333,125,u46
0.14839940336182664,126,u46
0.07590996858699098,127,u46
0.12505012890289316,128,u46
0.04309197651663405,129,u46
0.22455963199820486,130,u46
0.08924629454430778,131,u46
0.08228915662650603,132,u46
0.131247865194125,133,u46
0.047785259374063895,134,u46
0.09849076427242912,135,u46
0.10800785811432732,136,u46
0.177453250699399,137,u46
0.10744492012112353,138,u46
0.026322769701026892,139,u46
0.16624147821449675,140,u46
0.1880719930929136,141,u46
0.041130798921061654,142,u46
0.014837921004931923,143,u46
0.0317215891592239,86,u10
0.014841947529909855,87,u10
0.016931295628354343,88,u10
0.01405582737068356,89,u10
0.007852243594045717,90,u10
0.02291778613648576,91,u10
0.015949225108402753,92,u10
0.02806867346470777,93,u10
0.02259273188193835,94,u10
0.021316133202267617,95,u10
0.022185984049113382,96,u10
0.01019691605465664,97,u10
0.026700848550268358,98,u10
0.01863874912081372,99,u10
0.031775028370561044,100,u10
0.035796391786052914,101,u10
0.0200912610619469,102,u10
0.013337273179052556,103,u10
0.01255783212161269,104,u10
0.017539631533847473,105,u10
0.028218174007598233,106,u10
0.04780359975174126,107,u10
0.014678062066467202,108,u10
0.03522159844274551,109,u10
0.009975897161221211,110,u10
0.023001498025330247,111,u10
0.035114358925690425,112,u10
0.039288754902371284,113,u10
0.00812138767444064,114,u10
0.019994911474624722,115,u10
0.02806216686896406,116,u10
0.013911979464535092,117,u10
0.027987827972155835,118,u10
0.018624928340021597,119,u10
0.030083895554747574,120,u10
0.04441310770883696,121,u10
0.020200611217489443,122,u10
0.045021922789006526,123,u10
0.030960301014287272,124,u10
0.030029950083194677,125,u10
0.05112993912733694,126,u10
0.02065602568373868,127,u10
0.03392544026835404,128,u10
0.049415870125929295,129,u10
0.025449692116358783,130,u10
0.026765082592793102,131,u10
0.02465603959869069,132,u10
0.03205978230841483,133,u10
0.04271729064691097,134,u10
0.028788659793814432,135,u10
0.019369452662721894,136,u10
0.029581605729362984,137,u10
0.024506279542916582,138,u10
0.05255350041032763,139,u10
0.03612463856338457,140,u10
0.05503913160814417,141,u10
0.016739782960055415,142,u10
0.04361587154546858,143,u10
0.03397814057712535,144,u10
0.04307673795987125,145,u10
0.044435394465938145,146,u10
0.04154899073031274,147,u10
0.04995723096778066,148,u10
0.04444776565535794,149,u10
0.04787631373230261,150,u10
0.01327183734939759,151,u10
0.13343648688476276,86,u25
0.06902122444432066,87,u25
0.10628975860470995,88,u25
0.024761984299315185,89,u25
0.0683420719580546,90,u25
0.02132304333789414,91,u25
0.08681466060812298,92,u25
0.12235048945679892,93,u25
0.06159284913632052,94,u25
0.11396114842959774,95,u25
0.032409943843309134,96,u25
0.4562863968941317,97,u25
0.1910108513333105,98,u25
0.04046979683727995,99,u25
0.13569547115302916,100,u25
0.11211050433665275,101,u25
0.08046222222222223,102,u25
0.04997623532311159,103,u25
0.13295133698721143,104,u25
0.07362921846211255,105,u25
0.1724770642201835,106,u25
0.09546799034440553,107,u25
0.12006569300252214,108,u25
0.09563001759317304,109,u25
0.17074064676196116,110,u25
0.027485812149501326,111,u25
0.035844382922920005,112,u25
0.1442945131411914,113,u25
0.17259215405228553,114,u25
0.08926946748728927,116,u25
0.012373422111249827,117,u25
0.0010490733185685977,118,u25
0.06633638118829915,119,u25
0.01709258483452032,120,u25
0.0,121,u25
0.004208754208754209,126,u25
0.0,132,u25
0.0,134,u25
0.03326772240613164,135,u25
0.047619047619047616,144,u25
0.0591984311802917,145,u25
0.0011799990166674861,146,u25
0.0035161744022503515,147,u25
0.0028018339276617422,148,u25
0.03273143311943491,149,u25
0.05091352009744214,86,u24
0.017401716224306526,87,u24
0.055534371935940734,88,u24
0.11491829204006326,89,u24
0.06742228519043253,90,u24
0.031474832147576653,91,u24
0.0,92,u24
0.12638319129289596,93,u24
0.0498406781699032,94,u24
0.05647635706707195,95,u24
0.02306287212236987,96,u24
0.009561870532541204,97,u24
0.035237949842477065,98,u24
0.01934853764122057,99,u24
0.0,100,u24
0.03991262907069103,101,u24
0.10588350300948231,102,u24
0.06927899250774941,103,u24
0.02196396063636124,104,u24
0.046245530393325386,105,u24
0.025122760451227605,106,u24
0.04549233711165923,107,u24
0.05976979614477881,108,u24
0.07229055802727616,109,u24
0.08455918894742073,110,u24
0.03884267391376396,111,u24
0.027783534352937924,112,u24
0.026538663861125723,113,u24
0.07876678269517653,114,u24
0.15348403301040545,115,u24
0.0003487966515521451,116,u24
0.06521113933758328,86,u56
0.05676657009475855,87,u56
0.23485784919653893,88,u56
0.04483021056064944,91,u56
0.0771210293526337,92,u56
0.01581143566031352,93,u56
0.058714572073786504,94,u56
0.06679194564054061,95,u56
0.235179396756699,96,u56
0.00777072192513369,97,u56
0.1306373505313167,98,u56
0.035277343783349985,99,u56
0.018512901038506835,100,u56
0.029032784211384766,101,u56
0.023595992083127165,102,u56
0.040196035658711805,103,u56
0.05373520495839045,104,u56
0.0306974239296293,105,u56
0.021089934168613295,106,u56
0.03993577392421323,107,u56
0.009189134605675048,108,u56
0.029532154641100667,109,u56
0.09308338720103426,110,u56
0.06532456427417738,111,u56
0.08188672401285108,112,u56
0.05555831882616265,113,u56
0.029351635514018693,114,u56
0.03165477787979377,115,u56
0.018781814990345796,116,u56
0.08831161383739768,117,u56
0.09685052816471909,118,u56
0.11164847312422274,119,u56
0.039928010566191094,120,u56
0.014740227420651633,121,u56
0.035523020079432074,122,u56
0.03298631418879401,123,u56
0.020596021994433507,133,u56
0.05811324167872648,134,u56
0.02109704641350211,135,u56
0.023555097502101923,136,u56
0.047074607711602406,137,u56
0.1291708434770156,138,u56
0.11253190772046429,139,u56
0.05096665980048848,140,u56
0.04434754234522856,141,u56
0.023946077774502184,142,u56
0.0709047691296212,143,u56
0.023136982997708912,144,u56
0.04379913959353212,145,u56
0.027505245845857198,146,u56
0.019120110714545852,147,u56
0.03046594982078853,148,u56
0.03328523197560444,149,u56
0.04866526191466803,150,u56
0.17437055340178076,151,u56
0.0,86,u39
0.0036893819334389857,87,u39
0.002837391663227404,92,u39
0.006109161628546062,93,u39
0.0,94,u39
0.0,95,u39
0.0,96,u39
0.09202453987730061,99,u39
0.003225596951919122,100,u39
0.0,101,u39
0.0,102,u39
0.002959448221885242,105,u39
0.0018305350270748902,106,u39
0.017495960327631357,114,u39
0.24517593643586832,115,u39
0.11251444842265512,86,u53
0.014277671972882006,87,u53
0.039127941763063424,88,u53
0.043494238702641186,89,u53
0.025486699360974883,90,u53
0.04269353435778486,91,u53
0.0033910697627511787,92,u53
0.021708027036360947,93,u53
0.007660817313447129,94,u53
0.029022547152423667,95,u53
0.026918965445433218,96,u53
0.018531583058278112,97,u53
0.0345445432903145,98,u53
0.015288587890427575,99,u53
0.026449304174950297,100,u53
0.021112065791088746,101,u53
0.01705293742277979,102,u53
0.010036564996915298,103,u53
0.08499630450849963,104,u53
0.024800770400971374,105,u53
0.02308707124010554,106,u53
0.015054435588894098,107,u53
0.043635305169288575,108,u53
0.02404366329253925,109,u53
0.0017510965002849662,110,u53
0.0073610480575912835,111,u53
0.009585656617478297,112,u53
0.009068127212132172,113,u53
0.01568423109490002,114,u53
0.017040241184952155,115,u53
0.03098173977494778,116,u53
0.06346117394326152,117,u53
0.0,118,u53
0.014158032112631495,119,u53
0.016416742730473333,120,u53
0.02154302048094826,121,u53
0.007040016938386619,122,u53
0.026949173367554508,123,u53
0.03974156206884948,124,u53
0.0332064714712438,125,u53
0.015889846554675312,126,u53
0.03967073818374934,127,u53
0.016510635587823206,128,u53
0.010376479978714912,129,u53
0.05360288023207625,130,u53
0.011039282642129136,131,u53
0.0,132,u53
0.006086266207991532,133,u53
0.00013183394196669874,134,u53
0.024092121740077313,135,u53
2.5764231517384415e-05,136,u53
4.027926960257787e-05,137,u53
0.0014499132641172358,139,u53
0.01825376232485729,140,u53
0.0,141,u53
0.016069846893584715,142,u53
0.0,143,u53
0.0014478694600894783,145,u53
0.0,146,u53
0.0,147,u53
0.022186559679037113,148,u53
0.03476672006407689,149,u53
0.0912673392181589,86,u01
0.178254018279231,87,u01
0.15415118407187622,88,u01
0.05032895734166085,89,u01
0.013028586062293927,90,u01
0.23621163262868744,91,u01
0.10590851716054576,92,u01
0.09979880251133251,93,u01
0.1971826782463366,94,u01
0.1142492852175257,95,u01
0.06407432897453544,96,u01
0.13620948462778673,97,u01
0.12262663026994237,98,u01
0.03175224549270351,99,u01
0.08062443099662614,100,u01
0.08118666829446954,101,u01
0.14886717304720656,102,u01
0.08420803142141262,103,u01
0.04984925823109758,104,u01
0.11803526203000195,105,u01
0.040040532715691954,106,u01
0.07070564686645428,107,u01
0.17546262793342293,108,u01
0.12907576358587863,109,u01
0.024157738216482667,110,u01
0.12072534734663004,111,u01
0.09114825437642173,112,u01
0.06728628134378933,113,u01
0.03512280361129987,114,u01
0.13035798398492698,115,u01
0.12314398312169102,116,u01
0.1400774314131233,117,u01
0.009349946875301844,118,u01
0.13212442021959592,119,u01
0.01842967470161479,120,u01
0.05853372188096186,121,u01
0.15148708191468055,122,u01
0.11078839138415782,123,u01
0.056022623051054724,124,u01
0.1747124176580474,127,u01
0.03650601715897967,128,u01
0.11051930758988016,129,u01
0.15770895599299187,130,u01
0.09895327102803739,131,u01
0.14743122864025995,132,u01
0.06289952212499224,133,u01
0.05301335649907699,134,u01
0.07412938419098583,135,u01
0.1533867299515475,136,u01
0.1005884048632425,137,u01
0.05243269517224078,138,u01
0.06931197670185657,139,u01
0.0,140,u01
0.05472293907384551,141,u01
0.07214879685052022,142,u01
0.07665027806883211,143,u01
0.015751812899198,144,u01
0.10975521698317568,145,u01
0.10855819925682379,146,u01
0.051223914766223476,147,u01
0.033767902243893894,148,u01
0.04763795156808257,149,u01
0.06906638013371538,86,u23
0.03768639146130906,87,u23
0.03610385183501875,88,u23
0.00017409218181026854,89,u23
0.0031719604437874067,90,u23
0.013910963777000742,91,u23
0.0694604483797279,92,u23
6.349878293999365e-05,93,u23
0.018578047418541827,94,u23
0.015779800706429658,95,u23
0.007495835646862854,96,u23
0.02260433616254013,97,u23
0.01180778166632356,98,u23
0.016891839247035356,99,u23
0.012435621853225038,100,u23
0.031220876048462257,101,u23
0.04099075785582255,102,u23
0.015344072767458665,103,u23
0.0031471637880407777,104,u23
0.01596561706149938,105,u23
0.002033727213348376,106,u23
0.013642118440331735,107,u23
0.000319493255914098,108,u23
0.010299255658514354,109,u23
0.014893200078385264,110,u23
0.03250330378487535,111,u23
0.0222285637043601,112,u23
0.022157259575743948,113,u23
0.0036626790725151383,114,u23
0.03142920980114694,115,u23
0.02466054848923952,116,u23
0.006870367022238293,117,u23
0.014101242627269084,118,u23
0.05281097766139532,119,u23
0.003942960481456227,120,u23
0.023640763492131678,121,u23
0.02733564537868577,122,u23
0.013646093471280771,123,u23
0.03666526851704537,124,u23
0.003204082238110778,125,u23
0.029411764705882353,126,u23
0.0033998896527042545,127,u23
0.04906457453228727,128,u23
0.0001648755189831677,129,u23
0.0151369261703152,130,u23
0.02386315969363183,131,u23
0.00018690782568688626,132,u23
0.0,133,u23
0.012267092003190023,134,u23
0.009571480127410522,135,u23
0.0,136,u23
2.8600437586695076e-05,137,u23
0.0002630156202054444,138,u23
0.011023049516469135,139,u23
0.0,140,u23
0.0032622248031563307,141,u23
0.0,142,u23
0.033176248821866164,143,u23
0.0,87,u50
0.007389238080637743,88,u50
0.01092540202501489,89,u50
0.020800273810635053,90,u50
0.028892165231111457,91,u50
0.018222555925012218,92,u50
0.009223206463545216,93,u50
0.004633184188928013,94,u50
0.05089127039689806,95,u50
0.0029069767441860465,96,u50
0.006126001621197826,97,u50
0.013998272772972765,98,u50
0.009667292763978827,99,u50
0.009755054588216428,100,u50
0.004328887932888793,101,u50
0.01164523574019123,102,u50
0.009386635749481616,103,u50
0.0,104,u50
0.01339541070834719,105,u50
0.00027367625402369253,106,u50
0.012091066633153864,107,u50
0.010969304273839912,108,u50
0.019165219628271914,109,u50
0.02050232013934132,110,u50
0.0,111,u50
0.0,112,u50
0.006555511912340345,113,u50
0.01283678756476684,114,u50
0.0,115,u50
0.0,117,u50
0.008901923126832939,118,u50
0.0,119,u50
0.0,129,u50
0.0124375124975005,130,u50
0.0,131,u50
0.0,132,u50
0.025465383182511927,133,u50
0.0,134,u50
0.0,135,u50
0.1059766641484093,86,u27
0.05176966292134831,87,u27
0.005805450258185834,88,u27
0.009996088487113738,89,u27
0.015052409753961521,90,u27
0.022956812201616588,91,u27
0.01931434089811685,92,u27
0.04964659403067996,93,u27
0.015189529049029683,94,u27
0.023424685892638183,95,u27
7.132158904500393e-05,96,u27
0.00571908914874135,97,u27
0.004660239909823517,98,u27
0.04205069124423963,99,u27
0.03412270107474278,100,u27
0.051473531857235244,101,u27
0.017595560610760695,102,u27
0.00038960119005454415,103,u27
0.03712918660287081,104,u27
0.024511296510565737,105,u27
0.012220020416741728,106,u27
0.03318334338420621,107,u27
0.017129572984216322,108,u27
0.04728774159988296,109,u27
0.023391123746114982,110,u27
0.02045028738369693,111,u27
0.022094755900213096,112,u27
0.024061713700260657,113,u27
0.02276017747334008,114,u27
0.03991293630189075,115,u27
0.02347520046442437,116,u27
0.006621140142517815,117,u27
0.009687467397946257,118,u27
0.012939053955009303,119,u27
0.04770225941935682,120,u27
0.021255197466188324,121,u27
0.036913131313131314,122,u27
0.0477692581448769,123,u27
0.00010687871403531273,124,u27
2.9502006136417275e-05,125,u27
0.017499556973241185,126,u27
0.039892191543774214,127,u27
0.013678049391217252,128,u27
0.004487092030863917,129,u27
0.02279616830362556,130,u27
0.02534814583007354,131,u27
2.956961426438192e-05,132,u27
0.003937622508629812,133,u27
0.043243243243243246,134,u27
0.014751565163366415,135,u27
0.0017180059075290856,136,u27
0.009487554040694672,137,u27
0.02414541102550677,138,u27
0.00031212377937307707,139,u27
0.0316785010154316,140,u27
0.011442081758344401,141,u27
0.021304868432580823,142,u27
0.0,143,u27
0.003403500743622011,144,u27
0.0030996587244434704,145,u27
0.024066097234677526,146,u27
0.03601589667163438,147,u27
0.025209952123067262,148,u27
0.019295461758172008,149,u27
0.00081602791378243,150,u27
0.03741545546121744,151,u27
0.010502721741914826,86,u03
0.009612698412698413,87,u03
0.019765319426336376,88,u03
0.0,89,u03
0.0,90,u03
0.018448681590538828,91,u03
0.0,92,u03
0.02430004491690373,93,u03
0.0,94,u03
0.008089636193183536,95,u03
0.034198698194609384,96,u03
0.0,97,u03
0.02727406752174554,98,u03
0.0,99,u03
0.015030593242883746,100,u03
0.0,101,u03
0.0,102,u03
0.012911168634383484,103,u03
0.00012481667550784785,104,u03
0.025620876269552968,105,u03
0.0,106,u03
0.03864924950997803,107,u03
0.010034846857232688,108,u03
0.0,109,u03
0.0,110,u03
0.01054725070505192,111,u03
0.007953159307148084,112,u03
0.056575496440614464,113,u03
0.0,114,u03
0.027923441689672025,115,u03
0.039100919392773145,116,u03
0.0,117,u03
0.014293415703815949,118,u03
0.022897786651276692,119,u03
0.03864373783257625,120,u03
0.0,121,u03
0.0,122,u03
0.0,123,u03
0.0,124,u03
0.003577736515556361,125,u03
0.01890425080346856,126,u03
0.008899629821431996,127,u03
0.0,128,u03
0.0,129,u03
0.0,130,u03
0.0,131,u03
7.528306432185015e-05,132,u03
0.011919236212154433,133,u03
0.0,134,u03
0.008692020972207186,135,u03
0.0,136,u03
0.16636259977194984,141,u03
0.0,86,u35
0.028529839883551674,87,u35
0.031124341510551417,88,u35
0.04236893429977003,89,u35
0.0,90,u35
0.005664015425403712,91,u35
0.06673199412052916,92,u35
0.029396371249127706,93,u35
0.03916768665850673,94,u35
0.06468242957077973,95,u35
0.001974309600994467,96,u35
0.0,97,u35
