evening indoor mobility,day,uid
0.076604346,103,u54
0.019555248,104,u54
0.03328875,105,u54
0.048571005,106,u54
0.000236035,107,u54
0.032977734,108,u54
0,109,u54
0.15464684,110,u54
0.01789764,111,u54
0.006071214,112,u54
0.076447498,113,u54
0.023400936,114,u54
0.016711507,115,u54
0.082511042,116,u54
0.00313858,117,u54
0.039330544,118,u54
0.09184598,119,u54
0.001038422,120,u54
0.064335865,121,u54
0.001535483,122,u54
0,123,u54
0.025050634,124,u54
0.061048787,125,u54
0.109858416,126,u54
0.054396653,127,u54
0.141444249,128,u54
0.000858553,129,u54
0.001610081,148,u54
0.023231674,149,u54
0.0455783,86,u57
0.07791352,87,u57
0.17140282,88,u57
0.148838024,89,u57
0.055981203,90,u57
0.055595081,91,u57
0.062427184,92,u57
0.152269049,93,u57
0.121363093,94,u57
0.313570266,95,u57
0.020558647,96,u57
0.108034571,97,u57
0.17000924,98,u57
0.09464027,99,u57
0.099041984,100,u57
0.033224576,101,u57
0.088957545,102,u57
0.07441568,103,u57
0.050566185,104,u57
0.063009903,105,u57
0.025378027,106,u57
0.181345777,107,u57
0.043892259,108,u57
0.142399669,109,u57
0.042405305,110,u57
0.099906783,111,u57
0.077925235,112,u57
0.060458364,113,u57
0.031804225,114,u57
0.094434559,115,u57
0.033586506,116,u57
0.100790837,117,u57
0.090457805,118,u57
0.092683612,119,u57
0.134109442,120,u57
0.068363451,121,u57
0.039118727,122,u57
0.05677526,123,u57
0.100392684,124,u57
0.061103675,125,u57
0.068300485,126,u57
0.080956762,127,u57
0.201897578,128,u57
0.063532255,129,u57
0.25395703,130,u57
0.118692512,131,u57
0.119368579,132,u57
0.057388267,133,u57
0.059763503,134,u57
0.086673087,135,u57
0.179444833,136,u57
0.205257536,137,u57
0.257865973,138,u57
0.163504095,139,u57
0.140171052,140,u57
0.157717595,141,u57
0.170102834,142,u57
0.171180575,143,u57
0.443077965,144,u57
0.021391454,145,u57
0.071914383,146,u57
0.056938504,147,u57
0.141820055,148,u57
0.006220072,149,u57
0.165414719,150,u57
0.09992798,151,u57
0.23561418,90,u46
0.045708481,91,u46
0.009243431,92,u46
0.021118421,93,u46
0.206984479,94,u46
0.475383492,95,u46
0.340344062,96,u46
0.121630888,97,u46
0.137127371,98,u46
0.139708248,99,u46
0.421487603,100,u46
0.254821502,101,u46
0.484932249,102,u46
0.089317142,103,u46
0.021671986,104,u46
0.210949733,105,u46
0.085406712,106,u46
0.334589107,107,u46
0.062023033,108,u46
0.178431962,109,u46
0.132501865,110,u46
0.125310653,111,u46
0.263486655,112,u46
0.210901105,113,u46
0.292742237,114,u46
0.079194479,115,u46
0.254120119,116,u46
0.068563127,117,u46
0.030885312,118,u46
0.248985115,119,u46
0.043799985,120,u46
0.193797435,121,u46
0.31526336,122,u46
0.489678135,123,u46
0.209514283,124,u46
0.208232976,125,u46
0.269398984,126,u46
0.292481977,127,u46
0.350434878,128,u46
0.033872086,129,u46
0.477416657,130,u46
0.293642785,131,u46
0.206959043,132,u46
0.2534007,133,u46
0.156410256,134,u46
0.288485686,135,u46
0.291164537,136,u46
0.304814835,137,u46
0.0904508,138,u46
0.023010013,139,u46
0.547257575,140,u46
0.318200969,141,u46
0.068467659,142,u46
0,86,u10
0,87,u10
0,88,u10
0.01482272,89,u10
0.000323974,90,u10
0.014180191,91,u10
0.036878365,92,u10
0.025981393,93,u10
0,94,u10
0.012533176,95,u10
0.035743745,96,u10
0.00618047,97,u10
0.024074268,98,u10
0.007541927,99,u10
0.018253832,100,u10
0.029204124,101,u10
0.007694074,102,u10
0,103,u10
0.0191969,104,u10
0.010849365,105,u10
0.026614786,106,u10
0.061129032,107,u10
0.00591623,108,u10
0.036885033,109,u10
0,110,u10
0.031730267,111,u10
0.023868512,112,u10
0.039727858,113,u10
0.026124173,114,u10
0.029738367,115,u10
0.011324965,116,u10
0.000758917,117,u10
0.029732057,118,u10
0,119,u10
0.004096901,120,u10
0.011285075,121,u10
0.010491288,122,u10
0.021079173,123,u10
0.013742675,124,u10
0.024142808,125,u10
0.052614485,126,u10
0,127,u10
0.0665718,128,u10
0.023764926,129,u10
0.006145795,130,u10
0.016374504,131,u10
0.032600875,132,u10
0.0058295,133,u10
0.051522248,134,u10
0.011238095,135,u10
0.029834772,136,u10
0,137,u10
0.012842966,138,u10
0.075709779,139,u10
0.02587519,140,u10
0.035927422,141,u10
0.038189024,142,u10
0.042286741,143,u10
0,144,u10
0.062158065,145,u10
0.088752508,147,u10
0.099620093,148,u10
0,149,u10
0.102166815,150,u10
0.215704825,86,u25
0.056587707,87,u25
0,88,u25
0.068342072,90,u25
0.014145181,91,u25
0.116163462,92,u25
0.171727749,93,u25
0.022356553,94,u25
0.142614255,95,u25
0,96,u25
0.488970588,97,u25
0.157990701,98,u25
0.064141197,99,u25
0.140998626,100,u25
0.076557585,101,u25
0.054609183,102,u25
0.044791667,103,u25
0.113759136,104,u25
0.131071069,105,u25
0.047923955,107,u25
0.139569126,108,u25
0.242134505,109,u25
0.473452025,110,u25
0.068224,111,u25
0.002351776,112,u25
0.179207277,113,u25
0.401600582,114,u25
0.069964625,116,u25
0.034530814,117,u25
0.001663894,118,u25
0.013801239,119,u25
0,120,u25
0,121,u25
0,132,u25
0,134,u25
