day indoor mobility,day,uid
0.156732506,96,u57
0.105561862,97,u57
0.216658801,98,u57
0.103028886,99,u57
0.24179215,100,u57
0.07339812,101,u57
0.06252354,102,u57
0.044911734,103,u57
0.103900096,104,u57
0.148282669,105,u57
0.154300819,106,u57
0.095367633,107,u57
0.134645156,108,u57
0.166489022,109,u57
0.087396821,110,u57
0.080781707,111,u57
0.084871163,112,u57
0.026135275,113,u57
0.122216354,114,u57
0.132228315,115,u57
0.086109045,116,u57
0.052330734,117,u57
0.21044032,118,u57
0.164344477,119,u57
0.061575767,120,u57
0.13281092,121,u57
0.196156612,122,u57
0.128910796,123,u57
0.111,124,u57
0.091214439,125,u57
0.286763657,126,u57
0.160520871,127,u57
0.073499807,128,u57
0.223661687,129,u57
0.108441702,130,u57
0.145491032,131,u57
0.045303703,132,u57
0.086648865,133,u57
0.077166173,134,u57
0.115138282,135,u57
0.259956206,136,u57
0.346992153,137,u57
0.078767123,138,u57
0.164475316,139,u57
0.173021597,140,u57
0.05667397,141,u57
0.115959281,142,u57
0.087618456,143,u57
0.067082068,144,u57
0.107978023,145,u57
0.078281133,146,u57
0.09744567,147,u57
0.03877872,148,u57
0.07387434,149,u57
0.130788672,150,u57
0.048485902,151,u57
0,86,u46
0.290029652,90,u46
0.12720785,91,u46
0.03081445,92,u46
0.020149254,93,u46
0.128054218,94,u46
0.104651163,95,u46
0.028534724,96,u46
0.05123506,97,u46
0.090600898,98,u46
0.108112617,99,u46
0.104924878,100,u46
0.056949546,101,u46
0.03554271,102,u46
0.072408935,103,u46
0.133596145,104,u46
0.085875566,105,u46
0.235199934,106,u46
0.155275355,107,u46
0.178143639,108,u46
0.171627106,109,u46
0.025029976,110,u46
0.05604046,111,u46
0.053619942,112,u46
0.021276596,113,u46
0.012270392,114,u46
0.022318561,115,u46
0.122648802,116,u46
0.611489322,117,u46
0.198519062,118,u46
0.088520821,119,u46
0,120,u46
0.069426607,121,u46
0.075656126,122,u46
0.042500892,123,u46
0.29363436,124,u46
0.02536565,125,u46
0.247842024,126,u46
0.040043117,127,u46
0.084562393,128,u46
0.006720583,129,u46
0.22969123,130,u46
0.017771298,131,u46
0.018156134,132,u46
0.228950024,133,u46
0.020309283,134,u46
0.096878503,135,u46
0.117075232,136,u46
0.237419011,137,u46
0.08067836,138,u46
0.061546018,139,u46
0.065009856,140,u46
0.078891798,141,u46
0.076831882,142,u46
0.023611111,143,u46
0.074685439,86,u10
0.029838281,87,u10
0.028119127,88,u10
0.030542369,89,u10
0.01604,90,u10
0.045441317,91,u10
0.015386572,92,u10
0.044596471,93,u10
0.0594111,94,u10
0.030515666,95,u10
0.031994356,96,u10
0.025409769,97,u10
0.03654501,98,u10
0.025705686,99,u10
0.064750789,100,u10
0.058007216,101,u10
0.038436851,102,u10
0.029679566,103,u10
0.012935596,104,u10
0.035544629,105,u10
0.035915493,106,u10
0.078436796,107,u10
0.015056413,108,u10
0.05949738,109,u10
0.026945861,110,u10
0.039322172,111,u10
0.050698132,112,u10
0.051666322,113,u10
0.004805884,114,u10
0.025480403,115,u10
0.05053014,116,u10
0.009266279,117,u10
0.052826691,118,u10
0.034127019,119,u10
0.063246401,120,u10
0.095125373,121,u10
0.026163223,122,u10
0.08568,123,u10
0.059902563,124,u10
0.065592251,125,u10
0.085003154,126,u10
0.048315706,127,u10
0.039673813,128,u10
0.095536309,129,u10
0.033158055,130,u10
0.048203258,131,u10
0.038535203,132,u10
0.069352931,133,u10
0.064988388,134,u10
0.073699709,135,u10
0.017254584,136,u10
0.070402,137,u10
0.042619805,138,u10
0.096230255,139,u10
0.070943431,140,u10
0.110276747,141,u10
0.01165687,142,u10
0.057019993,143,u10
0.085447746,144,u10
0.062810489,145,u10
0.085179153,146,u10
0.041917646,147,u10
0.047378285,148,u10
0.092334152,149,u10
0.053920292,150,u10
0,151,u10
0.126488214,86,u25
0.07590941,87,u25
0.124016909,88,u25
0.031707839,89,u25
0.009541985,91,u25
0.119014504,92,u25
0.102566668,93,u25
0.077421507,94,u25
0.099960195,95,u25
0.246226694,96,u25
0.449467605,97,u25
0.210863846,98,u25
0.071270782,99,u25
0.140338397,100,u25
0.152745908,101,u25
0.107070707,102,u25
0.07164998,103,u25
0.153966597,104,u25
0.064148295,105,u25
0.17826223,106,u25
0.145961862,107,u25
0.118305644,108,u25
0.053038495,109,u25
0.022284889,111,u25
0.095771778,112,u25
0.118123341,113,u25
0.201241027,114,u25
0.100834824,116,u25
0,117,u25
0.151200457,119,u25
0,120,u25
0.057639765,135,u25
0.003399433,146,u25
0.003516174,147,u25
0.002251238,148,u25
0.114495384,86,u24
0.034826071,87,u24
0.135103424,88,u24
0.047345209,89,u24
0.017411314,90,u24
0.084168823,91,u24
0,92,u24
0.104678826,93,u24
0.057059481,94,u24
0.077686747,95,u24
0.023560823,96,u24
0,97,u24
0.093166616,98,u24
0.058668161,99,u24
0,100,u24
0.116620626,101,u24
0.156763046,102,u24
0.103343599,103,u24
0.044202666,104,u24
0.051769703,105,u24
0.045276185,106,u24
0.081761866,107,u24
0.063709186,108,u24
0.096100528,109,u24
0.061642747,110,u24
0.048644041,111,u24
0.037596834,112,u24
0.0332918,113,u24
0.048985395,114,u24
0.077821188,115,u24
0.086071191,86,u56
0.132595999,87,u56
0.325783972,88,u56
0.104118754,91,u56
0.073351415,92,u56
0.104054994,94,u56
0.105597484,95,u56
0.379350093,96,u56
0.006178288,97,u56
0.158428968,98,u56
0.095121827,99,u56
0.063974615,100,u56
0.047694681,102,u56
0.128596668,103,u56
0.092015644,104,u56
0.086692175,105,u56
0.070226482,106,u56
0.066153846,107,u56
0.006708357,108,u56
0.055885167,109,u56
0.392365269,110,u56
0.329973683,111,u56
0.068326635,112,u56
0.055605337,113,u56
0.085088253,114,u56
0.083360878,115,u56
0.054459281,116,u56
0.418943995,117,u56
0.222628635,118,u56
0.11025974,119,u56
0.046674482,120,u56
0.016375851,121,u56
0.038714426,122,u56
0.052186312,123,u56
0.035882458,133,u56
0.047093212,134,u56
0.052350551,135,u56
0.068669719,136,u56
0.048067454,137,u56
0.269513536,139,u56
0.052556251,140,u56
0.061269147,141,u56
0.053909128,142,u56
0.081053698,143,u56
0.050741451,144,u56
0.041314851,145,u56
,146,u56
0.07861684,147,u56
0.026635199,148,u56
0.091391324,149,u56
0.030900466,150,u56
0.184279383,151,u56
0,86,u39
0.048996832,87,u39
0.002837392,92,u39
0.010858946,93,u39
0,94,u39
0,95,u39
0,96,u39
0.005244497,100,u39
0,105,u39
0.001043553,106,u39
0.028003342,114,u39
0.245175936,115,u39
0.293961574,86,u53
0.028493641,87,u53
0.045030044,88,u53
0.039326254,89,u53
0.035274932,91,u53
0.000584283,92,u53
0.054282362,93,u53
0.015397808,94,u53
0.041188236,95,u53
0,96,u53
0.03077791,97,u53
0.072996109,98,u53
0.027102804,99,u53
0.048805609,100,u53
0.039617437,101,u53
0.040336204,102,u53
0.018337566,103,u53
0.254591669,104,u53
0.059346917,105,u53
0.030791646,106,u53
0.022077185,107,u53
0.036480514,108,u53
0.022195851,109,u53
0.002393074,110,u53
0.018845994,111,u53
0.02690866,112,u53
0.02690081,113,u53
0.037322893,114,u53
0.034802879,115,u53
0.053381705,116,u53
0.183184611,117,u53
0,118,u53
0.024600984,119,u53
0.027923545,120,u53
0.047366503,121,u53
0.004137931,122,u53
0.071941483,123,u53
0.057613169,124,u53
0.093882625,125,u53
0.039751412,126,u53
0.094552972,127,u53
0.032851256,128,u53
0,129,u53
0.027575224,130,u53
0.010967614,131,u53
0,132,u53
0.012222743,133,u53
0.000394836,134,u53
0.048862887,135,u53
0,136,u53
0,137,u53
0,139,u53
0.052196172,140,u53
0.030203743,142,u53
0.003473562,145,u53
0,146,u53
0,147,u53
0.060450733,148,u53
0.161597876,149,u53
0.09316129,86,u01
0.283662355,87,u01
0.215417687,88,u01
0.077774903,89,u01
0.078029141,90,u01
0.512277952,91,u01
0.130556137,92,u01
0.148489075,93,u01
0.348912315,94,u01
0.280183659,95,u01
0.07105132,96,u01
0.136921315,97,u01
0.133261562,98,u01
0.040887008,99,u01
0.071931456,100,u01
0.175751145,101,u01
0.266532883,102,u01
0.125874126,103,u01
0.067348028,104,u01
0.283582963,105,u01
0.056772971,106,u01
0.154219373,107,u01
0.286092423,108,u01
0.262563493,109,u01
0.070470561,110,u01
0.245777736,111,u01
0.154449863,112,u01
0.130713116,113,u01
0.036648637,114,u01
0.293534394,115,u01
0.212434104,116,u01
0.419640902,117,u01
0.013470262,118,u01
0.280126674,119,u01
0.028804683,120,u01
0.137552953,121,u01
0.346790955,122,u01
0.10844409,123,u01
0,124,u01
0,127,u01
0.087223008,128,u01
0.315394926,129,u01
0.277280426,130,u01
0.159257983,131,u01
0.233814125,132,u01
0.146588101,133,u01
0.130958815,134,u01
0.101972243,135,u01
0.310315345,136,u01
0.199577186,137,u01
0.114705431,138,u01
0.153894604,139,u01
0,140,u01
0.138471587,141,u01
0.085803698,142,u01
0.118312811,143,u01
0.113455552,144,u01
0.211761042,145,u01
0.176671381,146,u01
0.031264069,147,u01
0.056948751,148,u01
0.14374844,86,u23
0.140481374,87,u23
0.077541761,88,u23
0.000455063,89,u23
0.000524257,90,u23
0.023574284,91,u23
0.188333236,92,u23
0,93,u23
0,94,u23
0,95,u23
0.011499938,96,u23
0.010108175,97,u23
0,98,u23
0.008540305,99,u23
0.000842026,100,u23
0.046218298,101,u23
0.092436975,102,u23
0.009770419,103,u23
0,104,u23
0,105,u23
0,106,u23
0.000335909,107,u23
0.00034121,108,u23
0.020533079,109,u23
0.027404448,110,u23
0.066447523,111,u23
0.02922656,112,u23
0.054264644,113,u23
0.000797943,114,u23
0.065454387,115,u23
0.011338345,116,u23
0.010410936,117,u23
0.003293235,118,u23
0.06154564,119,u23
0.011383958,120,u23
0.040190213,121,u23
0.037046124,122,u23
0,123,u23
0.075999817,124,u23
0,125,u23
0.037581012,126,u23
0.009804343,127,u23
0.124705882,128,u23
0.000340093,129,u23
0.01977093,130,u23
0.049690016,131,u23
0,132,u23
0,133,u23
0.008761988,134,u23
0,135,u23
0,136,u23
8.78E-05,137,u23
0.000649407,138,u23
0.030725578,139,u23
0,140,u23
0.009017516,141,u23
0,142,u23
0.166347992,143,u23
0,87,u50
0.005440489,88,u50
0.063535015,89,u50
0,90,u50
0.032392057,91,u50
0.020427286,92,u50
0.017254643,93,u50
0.00087509,94,u50
0.033285152,95,u50
0.008615152,96,u50
0,97,u50
0.028093003,98,u50
0.011977165,99,u50
0.012219356,100,u50
0.014099308,101,u50
0.01880141,102,u50
0.00861244,103,u50
0,104,u50
0.023430381,105,u50
0.00045447,106,u50
0.001983236,107,u50
0.012557555,108,u50
0.03782322,109,u50
0.01116701,110,u50
0,111,u50
0,112,u50
0,113,u50
0.011722308,114,u50
0,117,u50
0.010683511,118,u50
0,119,u50
0.036223866,130,u50
0,132,u50
0.084824467,133,u50
0,134,u50
0,135,u50
0.093500339,86,u27
0.079226487,87,u27
0.008447113,88,u27
0.022313923,89,u27
0,90,u27
0.070844834,91,u27
0.037637608,92,u27
0.037079116,93,u27
0.049745087,94,u27
0.055619782,95,u27
0,96,u27
0.017996316,97,u27
0.009673069,98,u27
0,99,u27
0.072580645,100,u27
0.101651376,101,u27
0.037812905,102,u27
0,103,u27
0.022528466,104,u27
0.064522779,105,u27
0.001201346,106,u27
0.071267785,107,u27
0.038578107,108,u27
0.116692668,109,u27
0.000370388,110,u27
0.007515453,111,u27
0.025839552,112,u27
0.015772719,113,u27
0.011490443,114,u27
0.069019433,115,u27
0.036072332,116,u27
0,117,u27
0.003026197,118,u27
0.016007408,119,u27
0.067642248,120,u27
0.02314102,121,u27
0.048924341,122,u27
0.032964844,123,u27
0,124,u27
8.84E-05,125,u27
0.040612098,126,u27
0.083902525,127,u27
0.028864569,128,u27
0.010357159,129,u27
0.010510511,130,u27
0.049223816,131,u27
0,132,u27
0,133,u27
0,134,u27
0.027525872,135,u27
0.004085705,136,u27
0,137,u27
0.065778448,138,u27
0.000879507,139,u27
0.052171447,140,u27
0.003584229,141,u27
0.050854037,142,u27
0,143,u27
0.000445752,144,u27
0.000840771,145,u27
0.024303757,146,u27
0.077707697,147,u27
0.047295693,148,u27
0.016763523,149,u27
0.00108398,150,u27
0.098635984,151,u27
0.031595876,86,u03
0.029447232,87,u03
0.051890504,88,u03
0,89,u03
0,90,u03
0.054409006,91,u03
0,92,u03
0.071709933,93,u03
0,94,u03
0.017550965,95,u03
0.024281577,96,u03
0,97,u03
0.074281216,98,u03
0,99,u03
0.038967226,100,u03
0,101,u03
0,102,u03
0.02074774,103,u03
0.000411353,104,u03
0.078753076,105,u03
0,106,u03
0.116092241,107,u03
0.030895817,108,u03
0,110,u03
0.034963523,111,u03
0.023854822,112,u03
0.170199853,113,u03
0,114,u03
0.046793407,115,u03
0.106295993,116,u03
0,117,u03
0.044489889,118,u03
0.050027653,119,u03
0.113567787,120,u03
0,121,u03
0,122,u03
0,123,u03
0,124,u03
0,125,u03
0.05042602,126,u03
0.064489229,127,u03
0,128,u03
0,129,u03
0,130,u03
0,131,u03
0,132,u03
0.045213972,133,u03
0,134,u03
0.015399036,135,u03
0.182531302,141,u03
0,86,u35
0.0630793,87,u35
0.099436242,88,u35
0.076476443,89,u35
0,90,u35
0.002314439,91,u35
0.120460127,92,u35
0.055645617,93,u35
0.115676248,94,u35
0.120763366,95,u35
0.005825662,96,u35
0.01849506,98,u35
0.23009972,99,u35
0.033144516,100,u35
0.138613861,101,u35
0.031198198,102,u35
0.020445231,103,u35
0.027144633,104,u35
0.061055057,105,u35
0.308242255,106,u35
0.107649214,107,u35
0.124271224,108,u35
0.129749394,109,u35
0,110,u35
0.091581829,111,u35
0.040245969,112,u35
0.233714339,113,u35
0.046764571,114,u35
0,115,u35
0,116,u35
0,117,u35
0.018875233,118,u35
0.126299419,119,u35
0,120,u35
0.07160111,121,u35
0,122,u35
0,123,u35
0.021332489,124,u35
0,125,u35
0.084148634,126,u35
0.058261395,127,u35
0,128,u35
0,129,u35
0.09629314,130,u35
0.058300342,131,u35
0.053985593,132,u35
0.004178721,133,u35
0,134,u35
0.024175374,135,u35
0,136,u35
0,137,u35
0,138,u35
0.050869852,139,u35
0.00109755,140,u35
0,141,u35
0,142,u35
0,143,u35
0.075853518,144,u35
0.000647406,145,u35
0,146,u35
0.011480677,147,u35
0.076146789,148,u35
0.04641752,149,u35
0.051783279,150,u35
0.143155823,151,u35
0,86,u34
0.185778897,87,u34
0.198371805,88,u34
0.209080642,90,u34
0.00494145,91,u34
0.129396219,92,u34
0.105410697,93,u34
0.286750484,94,u34
0.045242007,95,u34
0.601734975,96,u34
0.695323015,97,u34
0.001412792,98,u34
0.123347013,99,u34
0.140012318,101,u34
0.015857168,102,u34
0.087768204,103,u34
0.160922949,105,u34
0.081089563,108,u34
0.102976669,109,u34
0.023022132,110,u34
0.012830396,112,u34
0.060863534,113,u34
0.046211953,114,u34
0.007269155,117,u34
0.030316804,118,u34
0.047986186,119,u34
0.08933518,126,u34
0.118498352,127,u34
0.03601034,128,u34
0.023532631,130,u34
0.070057908,131,u34
0.106945298,132,u34
0.00815803,133,u34
0.193448248,134,u34
0.112554113,135,u34
0.061802129,139,u34
0.007136485,140,u34
0.0108,86,u30
0.344995711,87,u30
0.157195098,88,u30
0.065288689,91,u30
0.098688159,92,u30
0.078672946,93,u30
0.038925756,94,u30
0.060081823,95,u30
0.042323046,98,u30
0.137636144,99,u30
0.054122006,100,u30
0.054253345,101,u30
0.047095235,102,u30
0.031590889,105,u30
0.029218296,106,u30
0.035439723,107,u30
0.06236319,108,u30
0.078604456,109,u30
0.118308423,110,u30
0.36762993,111,u30
0.04118551,112,u30
0.057886624,113,u30
0.031685678,114,u30
0.099700328,115,u30
0.06754634,116,u30
0.115969321,117,u30
0.027875526,118,u30
0.09956867,119,u30
0.021475795,120,u30
0.04253577,121,u30
0.022995649,122,u30
0.091232755,123,u30
0.012979449,124,u30
0.040837696,125,u30
0.094955675,126,u30
0.041692388,127,u30
0.057705912,128,u30
0.036553403,129,u30
0.075908177,130,u30
0.048443703,133,u30
0.059539079,134,u30
0.040408266,135,u30
0.0294027,136,u30
0.017645889,140,u30
0.02003174,141,u30
0.096451356,142,u30
0.062125919,143,u30
0.040491881,144,u30
0.029820051,145,u30
0.002297898,146,u30
0.009649529,147,u30
0.064488263,148,u30
0.122192237,149,u30
0.04224892,150,u30
0.033847394,151,u30
0.113318371,86,u08
0.078173016,87,u08
0.061577101,88,u08
0.047555892,89,u08
0.046487731,90,u08
0.217205554,91,u08
0.078362731,92,u08
0.077147309,93,u08
0.056147749,94,u08
0.098241806,95,u08
0.160963999,96,u08
0.012492425,97,u08
0.097826087,98,u08
0.078185949,99,u08
0.045095035,100,u08
0.069578221,101,u08
0.034322118,102,u08
0.020069456,103,u08
0.022499602,104,u08
0.074980268,105,u08
0.077827772,106,u08
0.100450948,107,u08
0.14232159,108,u08
0.158785566,109,u08
0.017963257,110,u08
0.033546159,111,u08
0.039543383,112,u08
0.06202933,113,u08
0.094132726,114,u08
0.03726457,115,u08
0.159060557,116,u08
0.068245959,117,u08
0.011656494,118,u08
0.115666459,119,u08
0.051621229,120,u08
0.115257385,121,u08
0.032840594,122,u08
0.054513143,123,u08
0.034110801,124,u08
0.096449017,125,u08
0.172749617,126,u08
0.043834317,127,u08
0.110538778,128,u08
0.070456467,129,u08
0.116324124,130,u08
0.048397462,131,u08
0.031021248,132,u08
0.072350865,133,u08
0.013158395,134,u08
0.046981011,135,u08
0.091377517,136,u08
0.060562459,137,u08
0.043181622,138,u08
0.056382629,139,u08
0.004735449,140,u08
0.075422365,141,u08
0.071944412,142,u08
0.08057474,143,u08
0.042431361,144,u08
0,145,u08
0.020833333,146,u08
0.0329112,147,u08
0.057027391,148,u08
0.124532311,86,u00
0.148759519,87,u00
0.18946797,88,u00
0.107845902,89,u00
0.631425317,90,u00
0.16189946,91,u00
0.0411854,92,u00
0.106090373,93,u00
0.108784597,94,u00
0.131354152,95,u00
0.533442221,96,u00
0.039988765,97,u00
0.13510387,98,u00
0.127349604,99,u00
0.147047119,100,u00
0.147156398,101,u00
0.105205838,102,u00
0.025939651,103,u00
0.007352245,104,u00
0.043193843,105,u00
0.078986587,106,u00
0.17862725,107,u00
0.062101175,108,u00
0.274028258,109,u00
0.019109429,111,u00
0.099093944,112,u00
0.035145524,113,u00
0.122048978,115,u00
0.110746355,116,u00
1.007637475,117,u00
0.19953021,119,u00
0.122955975,120,u00
0.258587446,121,u00
0.166914153,129,u00
0.168114706,130,u00
0.087204687,131,u00
0.097942755,132,u00
0.154980737,133,u00
0.024915848,134,u00
0.029908172,135,u00
0.233752801,136,u00
0.117944759,137,u00
0.306124175,143,u00
0.07328936,144,u00
0.317517546,145,u00
0.032731421,147,u00
0.107020856,148,u00
0.155699659,149,u00
0.233650561,150,u00
0.453318897,151,u00
0.014670682,86,u51
0.175192565,87,u51
0.068825232,88,u51
0.223990208,89,u51
0.103588317,90,u51
0.094980315,91,u51
0.076086504,92,u51
0.204121086,94,u51
0.150632476,95,u51
0.337039738,96,u51
0.257728639,97,u51
0.030520356,98,u51
0.052348833,99,u51
0.146740037,100,u51
0.223224407,101,u51
0.116822624,102,u51
0.157141662,103,u51
0.060445854,104,u51
0.170058256,105,u51
0.050517104,106,u51
0.071388677,107,u51
0.156772038,108,u51
0.062795211,109,u51
0.264133599,110,u51
0.0107163,111,u51
0.059192164,112,u51
0.14513908,113,u51
0.145771258,114,u51
0.168487453,115,u51
0.128582171,116,u51
0.0952586,117,u51
0.099396675,118,u51
0.094203427,119,u51
0.173734429,120,u51
0.060017234,122,u51
0.049772513,123,u51
0.569869694,124,u51
0.029363989,125,u51
0,126,u51
0,127,u51
0.019909513,128,u51
0.0740929,129,u51
0.038447292,130,u51
0.257116532,131,u51
0.495351182,132,u51
0.079051229,133,u51
0.049418605,134,u51
0.123642615,135,u51
0.102993771,136,u51
0.049177672,137,u51
0.890292028,138,u51
0.047362002,139,u51
0.285183794,140,u51
0.04772296,141,u51
0.103253182,142,u51
0.11523234,143,u51
0.281895078,144,u51
0.294630065,145,u51
0.06544376,146,u51
0.097609407,147,u51
0.038360057,148,u51
0.04954387,149,u51
0.166915274,150,u51
0.059489099,151,u51
0.068721244,86,u12
0.064270067,87,u12
0.047173208,88,u12
0.039835702,89,u12
0.049858814,90,u12
0.123248714,91,u12
0.070761015,92,u12
0.092779739,93,u12
0.042441638,94,u12
0.057506887,95,u12
0.061384941,96,u12
0.071003847,97,u12
0.179240538,98,u12
0.088042005,99,u12
0.049797412,100,u12
0.038006063,101,u12
0.054824233,102,u12
0.014641617,103,u12
0.022316768,104,u12
0.023870968,105,u12
